 ,,,,,,,,,

Row Labels,Sum of windSpeedMean-H01,Sum of windSpeedMinimumH01,Sum of windSpeedMaximum-H01,Sum of windSpeedMean-H02,Sum of windSpeedMaximum-H02,Sum of windSpeedMinimum-H02,Sum of windSpeedMaximum-H03,Sum of windSpeedMinimum-H03,Sum of windSpeedMean -H3
2021-07-05T11:30:00Z,1.96,0.94,3.44,3.25,4.62,1.98,4.99,2.07,3.7
2021-07-05T12:00:00Z,1.81,0.69,3.19,3.09,4.62,1.5,5.08,2.02,3.58
2021-07-05T12:30:00Z,2.45,1.2,4.52,4.14,6.37,2.17,6.89,2.59,4.78
2021-07-05T13:00:00Z,2.44,1.25,4.22,4.13,6.17,2.23,6.66,2.68,4.73
2021-07-05T13:30:00Z,2.61,1.02,4.41,4.52,7.03,2.31,7.36,2.77,5.16
2021-07-05T14:00:00Z,2.4,1.12,4.08,4.13,6.34,2.14,6.81,2.8,4.73
2021-07-05T14:30:00Z,2.74,1.27,4.79,4.68,6.97,2.45,7.67,3.04,5.38
2021-07-05T15:00:00Z,2.11,0.98,4.02,3.61,6.1,1.87,6.51,2.25,4.13
2021-07-05T15:30:00Z,1.98,0.81,3.61,3.39,5.11,1.85,5.5,2.39,3.91
2021-07-05T16:00:00Z,1.84,0.58,3.22,3.11,4.49,1.55,4.72,2.03,3.58
2021-07-05T16:30:00Z,1.99,0.87,3.85,3.33,4.83,1.8,5.02,2.19,3.79
2021-07-05T17:00:00Z,1.8,0.8,3.2,3.03,4.53,1.63,4.89,2.01,3.43
2021-07-05T17:30:00Z,1.53,0.54,2.88,2.59,4.02,1.28,4.16,1.56,2.87
2021-07-05T18:00:00Z,1.52,0.72,2.93,2.57,4.15,1.44,4.19,1.68,2.8
2021-07-05T18:30:00Z,2.35,1.27,4.21,3.71,5.24,1.99,5.56,2.37,4.05
2021-07-05T19:00:00Z,2.03,1,3.52,3.25,4.78,1.73,4.94,2.27,3.63
2021-07-05T19:30:00Z,1.66,0.82,3.09,2.69,4.33,1.28,4.53,1.51,2.93
2021-07-05T20:00:00Z,2.22,0.95,4.17,3.66,5.82,1.83,6.07,2.17,4.17
2021-07-05T20:30:00Z,2.68,1.4,4.71,4.49,6.53,2.31,7.05,3.3,5.17
2021-07-05T21:00:00Z,2.33,0.98,3.96,3.72,5.55,1.78,5.8,1.85,4.17
2021-07-05T21:30:00Z,2.33,1.18,4.11,3.73,5.58,1.9,5.98,2.44,4.17
2021-07-05T22:00:00Z,2.51,1.28,4.67,4.02,6.19,2.45,6.57,2.54,4.46
2021-07-05T22:30:00Z,2.92,1.59,4.97,4.83,7.15,2.56,7.5,3.31,5.37
2021-07-05T23:00:00Z,2.84,1.39,4.8,4.84,7.66,2.38,7.7,3.09,5.4
2021-07-05T23:30:00Z,2.87,1.24,4.95,5.07,7.95,2.43,8.32,3.01,5.66
2021-07-06T00:00:00Z,2.81,1.39,4.61,4.98,7.04,2.63,7.66,3.05,5.58
2021-07-06T00:30:00Z,2.46,1.01,4.53,4.33,6.21,2.21,7.15,2.35,4.83
2021-07-06T01:00:00Z,2.19,0.93,3.8,3.73,5.42,1.75,5.74,2.08,4.11
2021-07-06T01:30:00Z,2.17,0.92,4.21,3.66,5.97,1.85,6.02,1.84,4.04
2021-07-06T02:00:00Z,2.28,0.84,4.21,3.7,5.48,1.55,5.7,1.92,4.03
2021-07-06T02:30:00Z,2.34,0.93,3.72,3.92,5.39,2.23,5.71,2.33,4.33
2021-07-06T03:00:00Z,2.36,1.09,4.15,3.91,5.8,2.02,6.11,2.5,4.32
2021-07-06T03:30:00Z,2.43,1.24,4.03,3.99,5.8,1.97,5.93,2.61,4.39
2021-07-06T04:00:00Z,2.65,1.04,4.83,4.66,6.98,2.11,7.63,2.49,5.26
2021-07-06T04:30:00Z,2.97,1.4,5.89,5.24,7.76,2.4,8.11,3.04,5.92
2021-07-06T05:00:00Z,3.07,1.53,5.3,5.46,8.04,2.87,8.46,3.54,6.19
2021-07-06T05:30:00Z,3.29,1.73,5.63,5.82,8.31,2.95,8.82,3.84,6.62
2021-07-06T06:00:00Z,3.12,1.55,5.36,5.45,8.17,2.9,8.69,3.5,6.21
2021-07-06T06:30:00Z,3.21,1.39,5.46,5.44,8.37,2.78,8.26,3.5,6.19
2021-07-06T07:00:00Z,3.14,1.48,5.44,5.26,7.93,2.87,8.47,3.44,6.02
2021-07-06T07:30:00Z,3.2,1.52,5.5,5.4,8.39,2.34,8.89,3.24,6.19
